id,corpus_id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx
,,Alme rector astrigere Christe perditor culpe ,007040.Tp1,,,,CZ-Pn XV A 10,,040v,,,,feast_1765,genre_tp,office_v,,,,Alme rector astrigere Christe perditor culpe ,,1---h--h---7g--e---f--d--c--d---d--f---g--f--e---d--f---e--g---7h--hg--e---g--eg--d---5,,,
,,Aule rector astrigere Christus perditor culpe ,007040.Tp1,,,,CZ-HKm II A 4,,027v,,,,feast_1765,genre_tp,office_v,,,,Aule rector astrigere Christus perditor culpe ,,1---h--h---g--e---7f--d--c--d---d--e---f--g--fe---d--e---e--g---h--f--g---e--7f--d---5,,,
,,Aule rector astringe Christus proditor culpe ,007040.Tp1,,,,CZ-Pu XVII E 1,2,026r,,,,feast_1765,genre_tp,office_v,,,,Aule rector astringe Christus proditor culpe vite largitor eterne,,1---h--h---g--7e-f---d--c--d---d--e---f--g--fe---77d--e---e--g---h--f--g---e--f--d---5,,,
,,Ave spes nostra dei genetrix ,001546,8,,,D-KA Aug. LX,M,056v,,,,feast_0067,genre_a,office_v,,,,Ave spes nostra dei genetrix intacta ave illud ave per angelum accipiens ave concipiens patris splendorem benedicta ave casta sanctissima virgo solam innuptam te glorificat omnis creatura matrem luminis alleluia alleluia,,1---fgh--g---g---gh--g---g--gf---fgh--fe--d---f--gh--g---ijg-hjk--h7---f--he---fg--g---g---gf--dfedc--c---cdefghg--gf--gh--h---gj-kl--ghe-g-g---g--hk--h--g---h--g---gf--fed7--d---f--gh--g--g---gfed-efg--g---h--g---f--h--g--hg-hkjhg---ef--g---f--g---h--hk--g---g---ghg-hkjhg7--fe--fg--g---f--g---h--h--hk--g---fgh--fed---f--gh--gf---gh--h--gf--d---f--gh--h--g-g7---3,,,
,,Ave spes nostra dei genetrix intacta ,001546,,,,CZ-Pn XV A 10,,007v,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genetrix intacta ,,1---f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---7hg-hk--hg---g--h-g-f-e---fgf--g---g---gf--df-e-c--c---cd-ff-ghg--fe--fgf--g---7g-hkj-kl-e-f-g--g---g--hk--hg--g---h--g---g--fe--d---f--gh--7g--g-f-e-d---e-fg--g---h--g---f--h--g--h-jk-j-h-g---ef--g---7f--g---h--hk--g---g---hg-h-jk-j-h-g--fe--fgf--g---f--g---h--7h--hk--g---f-gh--f-e-d---f-gh--g---h--h--hg--f-e-d---dh--h--g--g---4---k---k---j---k---h---g---5,,,
,,Ave spes nostra dei genitrix intacta ,001546,,,,CZ-HKm II A 4,,001v,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genitrix intacta ,,1---f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---hg-7h-jk--jh---g--h-g-f-e---fgf--g---g---gf--dfec--c---cd-ff-ghg--fe--fgf--g---7g-hk-j-klg-f-gh--g---g--hk--h--h---h--g---g--fe--d---f--gh--g--77g---g-f-e-d-e-fg--g---h--g---f--h--g--h-jk-j-h-g---ef--g---f--g---7h--hk--g---g---hg-h-jk-j-h-g--fe--fgf--g---f--g---h--h--hkg---f-gh--7f-e-d---f--gh--g---h--h--hg--f-e-d---dh--h--g--g---4---k---k---j---k---h---g---5,,,
,,Ave spes nostra dei genitrix intacta ,001546,,,,CZ-Pu XIV A 19,,001r,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genitrix intacta ,,1---f-gh--g---g---gh--g---g--gf---f-gh--fe--d---f--gh--g---7hg-hk--h---g--gf---e-fg--g---g---gff--ddg-e-d-c--c---cd-ff-ghg--fe--7fgf--g---g-hk-j-kl-e-fg--g---g--hk--h--h---h--g---g--7fe--d---f--gh--g--g---g-f-e-d-e-fg--g---h--g---f--h--7g--hg-hhk-j-h-g---ef--g---f--g---h--hk--g---g---hg-hhk-j-h-g--77fe--fgf--g---f--g---h--h--hk--g---f-gh--f-e-d---f--gh--g---h--h--hg--f-e-d---dh--h--g--g---4---k---k---j---k---h---g---5,,,
,,Ave spes nostra dei genitrix intacta ,001546,,,,CZ-Pu XXIII A 2,,003r,,,,feast_0390,genre_a,office_v,,,,Ave spes nostra dei genitrix intacta ,,1---f-gh--g---7g---gh--g---g--gf---f-gh--fe--d---f--gh--g---hg-hk-h--g---g--h-g-f-e---fgf--7g---g---gf--df-e-d-c--c---cd-f--f-ghg--fg--g---g-hk-j-kl-f-gh-g-f-gh--7g---g--hk--h--g---h--g---g--fe--d---f--gh--g--g---g-f-e-d-7e-fg--g---h--g---f--h--g--h-jk-j-h-g-e---ef--g---f--gh---h--hk--g---7g---hg-h-jk-j-h-g--fd--fgf--g---f--g---h--h--hk--g---f-gh--f-e-d---7f--gh--g---h--h--hg--f-e-d---dh--h--g--g---4---kk--k--j--k--h--g---5,,,
,,Ave spes nostra dei genitrix*,001546,,,,CZ-PLm 504 C 004,2,009v,,,,feast_1765,genre_a,office_v,,,,Ave spes nostra dei genitrix*,,1---fgh--g---g---gh--g---g--gf---fgh--fe--d---5,,,
,,Bethleem non es minima in ,001737,4,,,CH-E 611,1.3,001r,,,,feast_0390,genre_a,office_m,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,1---cd--efe--d---gf---g---fe--de--efede---c---f--g---6------6---edfe--e---d---e---ghk--h---hgf7--g--gh---gfe---f---gf--e---fg--f--f---fghgf--g---gh--gf--ed-ffe---d--e---ghk--h---h--h---hk7--gf--e---ef--g--e---fed--d---e---f--g--f---gf--ed--efee---4---h--g--h--k--g--efed---3,,,
,,Bethleem non es minima in ,001737,4,,,D-KA Aug. LX,2.,008v,,,,feast_0437,genre_a,office_m,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,1---cd--efed--d--d---gf---g---fe--de--efede---c---e--g--f--g---fe--efee---d---e---gh--k---h--hgf--ggh---gfe---f---gf--e---fg--f7--ee---fghj--fg---gh--gf-ed--efe---d--e---ghk--h---h--hh---hk--gf--e---fg--f--ee---efed--d---e---f--g--f---gf--ed--efee---4---h--g--h--k--g--ed7---3,,,
,,Bethleem non es minima in ,001737,4,,,F-Pn lat. 12044,M,007v,,,,feast_1765,genre_a,office_v2,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,1---cd-efe--d---ge---g---fe--de--ef-e-de---c---e--g--d--gf---ed-ffe--e---c---e---ghk--h---hgf--gh--gf---edd---f---gf--ed---f--gh--h7---hgf--g---gh--gf-hgfe--e---c--e---ghk--h---h--hg---hk--gfe--e---ef--g--f---fed--d---e---f--g--d---gf-ed-ffe--e---4---hg--gh7--h--h---3---h--g--h--jh--gfe--edd7---3,,,
,,Bethleem non es minima in ,001737,4,,,NL-Uu 406,B,015v,,,,feast_0444,genre_a,office_l,,,,Bethleem non es minima in principibus Juda ex te enim exiet dux qui regat populum meum Israel ipse enim salvum faciet populum suum a peccatis eorum,,1---df--f--fed---gf---g---fe--df--f-fed-f---d---e--g--f--g---ed-fe--e---d---e---ghk--h---hgf--g--ghg---gfe---f---gf--e7---fg--f--ed---fgghgf--g---gh--gf--e---d--e---ghk--h---h--hg---hk--gff--f---ef--g--gf---fed--d---e---f--g--f---gf-ed--ffe-e---3,,,
,,Bethleem non es minima in principibus ,001737,,,,A-VOR Cod. 259/I,,010v,,,,feast_0390,genre_a,office_p,,,,Bethleem non es minima in principibus ,,1---cd--ef-e-d--d---gf---ghg---fe--de--f-e-d-e---77c---e--g--f--ghg---edefe--e---d---e---g-hk--7h---h-g-f--g--gh---gf---e-fg---gf--ed---e-fg--7f-ed---f-gh-g-f--g---ghg--edefe--e---d--e---g-hk--h---h--hg---hk--gf--f---e-fg--f--ed---ef-e-d--7d---e---f--g--f---g--edefe--e---4---h---g---h---k---g---efd---5,,,
,,Bethleem non es minima in principibus ,001737,,,,A-VOR Cod. 259/I,,070v,,,,feast_1765,genre_a,office_v,,,,Bethleem non es minima in principibus ,,1---cd--ef-e-d--d---gf---ghg---7fe--de--f-e-de---c---e--g--f--ghg---7ed-efe--e---d---e---g-hk--h---h-g-f--g--7gh---gf---e-fg---gf--ed---e-fg--f--7ed---f-gh-g-f--g---ghg--ed-efe--7e---d--e---g-hk--h---h--hg---7hk--gf--f---e-fg--f--ed---ef-e-d--d---e---f--g--f---g--ed-efe--e---4---h---g---h---k---g---efd---5,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-HKm II A 4,,002r,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,1---cd--7ef-e-d--d---gf---ghg---fe--de--ef-e-de---c---e--g--f--ghg---ed-efe--e---7d---e---g-hk--h---h-g-f--g--ghg---f---e-fg---g-f-ef--ed---e-fg--f--e---7f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--h---h--h---hk--gf--f---e-fg--7f--e---f-e-d-c--d---e---f--g--e---g--ecfe--e---4---h---g---h---k---g---efd---5,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pn XV A 10,,007v,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,1---cd--ef-e--d---gf---ghg---fe--de--ef-e-de---c---e--7g--f--ghg---ed-efe--d---e---g---hk--h---h-g-f--g--gf---f---e-fg---7gef--ed---e-fg--f--e---f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--h---777h--h---hk--gf--f---e-fg--f--e---efd--d---e---f--g--e---g--ecd--e---4---h---g---h---k---g---e---5,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pu I D 20,4,014r,,,,feast_1765,genre_a,office_v,,,,Bethleem non es minima in principibus Iuda ex te enim exiet dux qui regat populum meum Ysrahel ipse enim salvum faciet populum suum a peccatis eorum,,1---cd--e--f-e-d---g-f---g---fe--de--ef-e-de---c---e--g--f--g---ed-efe--e---d---e---g-hk--h---h-g-f--g--gh---h-g-f---7ef---gf--e---e-fg--e--fd---f-gh-g-f--g---gh--gf--ed-efe---d--e---g-hk--h---h--hg---hk--gf--f---ef--g--e---f-e-d--d---e---f--g--f---7gf--ed-efe--e---4---h---g---h---k---gf---efd---5,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pu XIV A 19,,001v,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,1---cd--ef-e-d--d---gf---g---fe--de--ef-e-de---c---e--g--7e--g---ed-efe--e---d---e---g-hk--h---h-g-f--g--gh---gf---f---gf--ed---7fg--f--e---f-gh-g--fg---gh--gf--ed-efe---d--e---g-hk--h---h--hf---7hk--gf--f---e-fg--f--ec---ef-e-d--d---e---f--g--f---g--edfe--e---4---h---f---h---k---gf---efd---5,,,
,,Bethleem non es minima in principibus ,001737,,,,CZ-Pu XXIII A 2,,003r,,,,feast_0390,genre_a,office_v,,,,Bethleem non es minima in principibus ,,1---cd--e--f-e-d---gf---ghg---fe--de--ef-e-de---c---e--g--7f--ghg---ed-efe--e---d---e---g--hk-h---h-g-f--g--gh---h-g-f---e-fg---g-f-ef--7ed---e-fg--f--e---f-gh-g-f--g---ghg--ed-efe--e---d--e---g-hk--77h---h--h---hk--gf--f---e-fg--f--e---f-e-d-c--d---e---f--g--ef---7g--edfe--e---4---h---g---h---k---g---efd---5,,,
,,Bethleem non es minima*,001737,,,,CZ-PLm 504 C 004,,009v,,,,feast_1765,genre_a,office_v,,,,Bethleem non es minima*,,1---cd--ef-e-dc--d---gf---7ghg---fe--de--ef-ede---5,,,
,,Bethleem non es*,001737,4,,,NL-Uu 406,5,021r,,,,feast_1202,genre_a,office_v,,,,Bethleem non es*,,1---cdf--f--fed---gf---g---4---e--g--h--h--g--h---3,,,
,,Bethleem*,001737,4?,,,CH-E 611,2.,007v,,,,feast_0437,genre_a,office_m,,,,Bethleem*,,1---cdf--f--fdc-d---3,,,
,,Bethleem*,001737,4?,,,CH-E 611,2.,010r,,,,feast_0444,genre_a,office_m,,,,Bethleem*,,1---cf-f--f-fed--d7---3,,,
,,Bethlehem non es minima in principibus ,001737,,,,CZ-Pn XII A 24,1,001v,,,,feast_0944,genre_a,,,,,Bethlehem non es minima in principibus Iuda ex te enim exiet dux qui regat populum meum Ysrahel ipse enim salvum faciet populum suum a peccatis eorum,,1---cd--ef-e-d-c--d---gf---ghg---fe--de--ef-e-de---c---e--g--f--ghg---ed-efe--e---d---7e---ghk--h---h-g-f--g--gh---gf---efg---g-f-ef--ed---def--f--fe---f-gh-g-f--g---ghg--ed-7efe--e---d--e---ghk--h---h--hg---hk--gf--f---efg--f--ed---ef-e-d-c--d---e---f--g--f---7ghg--ed-efe--e---4---h---g---h---k---g---e---5,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,A-VOR Cod. 259/I,,071r,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,1---dg--7h--g-f-e---df--egh--g---hk--h--gf--gh---77g--df--egh--df---efg--fe--dc---f--g---hfge-dec-ef---5,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-HKm II A 4,,027v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,1---cg--g--f-e-d---7df--egh--g---hk--h--gf--gh---g--df--egh--df---e-fg--fe--dc---f--7g---hf-ge-dec-de---5,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-PLm 504 C 004,,009v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,1---ddh--h--g-f-e---df--e-f-gh--7g---hk--h--gf--gh---g--df--efgh--df---efg--fe--d---f--g---7hfgedecde---5,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-Pn XV A 10,,040v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super ,,1---dh--h--g-f-e---df--e-f-gh--7g---hk--h--gf--gh---gg--df--e-f-gh--df---e-fg--fe--d---f--g---hf-ge-dec-7de---3,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-Pu I D 20,6,014r,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--h--gfe---df--e-f-gh--g---7hk--h--gf--gh---g--df--eg-eh--df---e-fg--fe--dc---f--g---hf-dge-dec-de---5,,,
,,Constantes estote videbitis auxilium domini super ,007040a,,,,CZ-Pu XVII E 1,1,026v,,,,feast_1765,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--h--g-f-e---df--e-gh--7g---hk--h--gf--gh---gd--fe--7gh--df-e---fg--fe--dc---f--g---7h-fge-d-e-c---3,,,
,,Constantes estote videbitis,007040a,3S,,,F-Pn lat. 12044,01,007v,,,,feast_1765,genre_v,office_v2,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--hg--gfe---df--ef-gh--g---hk--h--gf--gh---gf--f--ef-ghd--de---g--fe--d7---d--fh---h--fge-dec-de---3---de---3,,,
,,Constantes estote videbitis,007040a,4S,,,A-KN 1010,01,021r,,,,feast_1765,genre_v,office_v2,,,,Constantes estote videbitis auxilium domini super vos,,1--dh-hhe-gfe--df-efgh-g--hi-h-gf-gh--gg-dfefgh-def--efg-fe-dc--f-gh--hfgedecdee,,,
,,Constantes estote videbitis,007040a,4S,,,A-Wn 1799**,01,017r,,,,feast_1202,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---hm--lm--lkj---hk--jk-lm--l---mn--m--lk--lm---lk--k--jk-lmh--hj---l--kj--h---k--lm---m-kmj-hjg-hj---3---hj---3,,,
,,Constantes estote videbitis,007040a,4S,,,CDN-Hsmu M2149.L4,01,031v,,,,feast_1202,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---hm--lm--lkj---hk--jklm--l---mn--m7--lk--lm---lk--k--jk-lmh--hj---l--kj--h---k--lm---mkljh-jhghj---3---hj7---3,,,
,,Constantes estote videbitis,007040a,4S,,,CH-E 611,01,017r,,,,feast_1765,genre_v,office_v2,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--hg--gfe7---de--efgh--g---hj--h--gf--gh---gf--df--efghg--df---efg--fe--d---d--fh---h-fge-dfcde---3---h---hhge7---3,,,
,,Constantes estote videbitis,007040a,4S,,,D-KA Aug. LX,01,016r,,,,feast_1765,genre_v,office_v2,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--h--gfe---df-e--gh--g---hk--h--gf--gh---g--df-e--gh7--df---efg--fe--d---f--g---hf-ge-dec-dee---3---6------6---3,,,
,,Constantes estote videbitis,007040a,4S,,,D-KNd 1161,01,017v,,,,feast_1202,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---hm--lm--lkj---hk--jk-lm--l---mn--m--lk--lm---lk--k--jk-lmh--hj---l7--kj--h---k--l---m-klj-hjg-hj---4---hj---3,,,
,,Constantes estote videbitis,007040a,4S,,,F-Pn lat. 15181,01,140r,,,,feast_1765,genre_v,office_m,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--h--gfe---df--ef-gh--g7---hk--h--gf--gh---gf--df--ef-ghd--df---g--fed7--d---d--f---h--fge-dec-de---3---de---3,,,
,,Constantes estote videbitis,007040a,4S,,,NL-Uu 406,01,021r,,,,feast_1202,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--hg--gfef---df--effg-h--g---hk--h--gf--gh---gf--df--effgh--dddf---effgf--fe--d---d--fh---h-fge-dfc-dde---3---de---g--e---3,,,
,,Constantes estote videbitis,007040a,4S,,,PL-WRu R 503,01,015r,,,,feast_1202,genre_v,office_v,,,,Constantes estote videbitis auxilium domini super vos,,1---dh--h--gfe---df--ef-gh--g---hk--h--gf--gh---,,,
,,Cum esset desponsata mater Iesu Maria ,002000,,,,CZ-Pu XVII E 1,1,028r,,,,feast_1765,genre_a,office_v,,,,Cum esset desponsata mater Iesu Maria Ioseph antequam convenirent inventa est in utero quoque habens enim in ea natum est de spiritu sancto est alleluia,,1---g---g-f-e--d-7e-fg---g--g--hg--f---g--h---kj--7hg---h--h--hg---fg--g---g--gkj--77hj---jh--hk--gh-g-f--f---f--7g--h---h-jkj-h---g---ghg--7fe--fgf---g---g--gf---f--e---7d---f--f-gh-g---h-g-f--g---h---7h---h--g--h-j-k-j-h-g---ef--7g---h-jk-j-h-g---ef--g--g--g---5,,,
,,Cum esset desponsata mater Ihesu Maria ,002000,,,,A-VOR Cod. 259/I,,071v,,,,feast_1765,genre_a,office_v,,,,Cum esset desponsata mater Ihesu Maria ,,1---g---7g-f-e-d--e-fg---g--g--hg--f---g--h---kj--7hg---h--h--hg---fg--g---g--gkj--kl---lk--7hkg--ghgf--f---f--g--h---h-jkj---h---ghg--7fe--fg---g--g---g---gg-f-e-d--f---f---7gh--g---h-g-f--gh---h---h---h--g--h-jk-j-h-g---e--fg---7h-jk-j-h-g---e--fg--g--g---4---k---k---kj---k---k---hg---5,,,
,,Cum esset desponsata mater Ihesu Maria ,002000,,,,CZ-HKm II A 4,,027v,,,,feast_1765,genre_a,office_v,,,,Cum esset desponsata mater Ihesu Maria ,,1---g---gg-f-e-d--e-fg---g--g--hg--f---g--h---kj--hg---h--77h--hg---fg--g---g--gkj--kl---lk--hk--gh-g-f--f---f--g--h---7h-jkj---h---ghg--fe--fgf---g--g---g---gg-f-e-d--f---f---gh--g---7h-g-f--g---h---h---h--g--h-jk-j-h-g---e--fg---h-jk-j-h-g---e--fg--g--g---4---k---k---j---k---h---g---5,,,
,,Cum esset desponsata mater Ihesu Maria ,002000,,,,CZ-PLm 504 C 004,,009v,,,,feast_1765,genre_a,office_v,,,,Cum esset desponsata mater Ihesu Maria ,,1---g---g-f-e-d--efg---7g--g--hg--f---g--h---kj--hg---h--h--hg---fg--g---5,,,
,,Cum esset desponsata mater Ihesu Maria ,002000,,,,CZ-Pn XII A 24,3,028v,,,,feast_1765,genre_a,office_l,,,,Cum esset desponsata mater Ihesu Maria Ioseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gfd--7e-fg---g--g--hg--f---g--h---kj--hg---g--h--hg---fg--g---7g--gk--kl---lk--h-jk--gh-g-f--f---f--g--h---h-jk---h---ghg--7fe--fg---g--g---g---gfd--f---fg---gh--g---h-g-f--g---h---7h---h--g--h-jk-j-h---gg--gh---hj-h-ghg---ff--fg--g--g---5,,,
,,Cum esset desponsata mater Ihesu Maria ,002000,,,,CZ-Pn XV A 10,,040v,,,,feast_1765,genre_a,office_v,,,,Cum esset desponsata mater Ihesu Maria ,,1---g---gg-f-d--e-fg---g--g--hg--f---g--h---kj--hg---h--7h--hhg---fg--g---g--gkj--kl---lk--hk--gh-g-f--f---f--g--h---7hkj---h---ghg--fe--fgf---g--g---g---gf-e--d---f---f-gh--g---h-g-f--g---h---7h---h--g--gk-j-h-g---e--fg---hk-j-h---e--fg--g--g---4---k---k---j---k---h---g---5,,,
,,Cum esset desponsata mater Ihesu Maria ,002000,,,,CZ-Pu I D 20,11,014r,,,,feast_1765,genre_a,office_v,,,,Cum esset desponsata mater Ihesu Maria Yoseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---g--gfed-e-fg---g--g--hg--f---g--h---kj--7hg---gh--h--hg---fg--g---g--gkj--k---lk--hkg--gh-g-f--f---f--g--h---h-jkj---h---ghg--fe--fgf---g--g---g---g-f-e-d--7fe---fg---gh--g---g-h-g-f--g---h---h---h--g--h-jk-j-h-g---gh--gh---hk-j-h-g-fhg---e--fg--g--g---5,,,
,,Cum esset desponsata mater,002000,8,,,A-Wn 1799**,M,017r,,,,feast_1202,genre_a,office_v,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---ge-fd--efg---g7--gh--hg--f---g--hk---kkj--hg---h--h--hg---fg--g---f--hk--kl---lk-kj--hk-kj--ghgf--f---g--hk--k---kj7---h---ghg--fe--fg---g--g---g---gfd--e---fg---h--g---hhgf--gh---h---h---h--g--hk-kj---h--hg---hjhg-hg---fe--fg--g--g7---4---k--k--j--k--h--g---3,,,
,,Cum esset desponsata mater,002000,8,,,CDN-Hsmu M2149.L4,M,032r,,,,feast_1202,genre_a,office_v,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gfefd--efg---g--gh--hhg--f7---g--hk---kkj--hg---h--h--hhg---fg--g---f--hk--kl---lk-kj--hk-kj7--ghgf--f---g--hk--k---kj---h---ghg--fe--fg---g--g---g7---gfd--e---fg---gh--g---hhgf--gh---h---h---h--g--hk-kj---h--hg77---hjhg-hg---fe--fg--g--g---4---k--k--j--k--h--g7---5,,,
,,Cum esset desponsata mater,002000,8,,,CH-E 611,1M,017r,,,,feast_1765,genre_a,office_v2,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gfd--efg---g--g--hg--f---g--h---kj--hg---h--h--hg---fg--g---g--gk--klk7---lkk--hkj--ghgf--f---f--g--h---hjkj---h---ghgf--fe--fgf---g--g---g---gfd--e---f---gh--g---ghgf--g7---h---h---h--g--hjkjhg---g--gh---hkhg-hg---e--fg--g--g---4---k--k--j--k--h--g---5,,,
,,Cum esset desponsata mater,002000,8,,,D-KA Aug. LX,M,016r,,,,feast_1765,genre_a,office_v2,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gfd--efg---g--g--hg--f---g--h---kj--hg---h--h--hg---fg--g---g--gkj--kl77---lkkj--hkj--ghgf--f---f--g--h---hkj---h---ghg--fe--fgf---g--g---g---gfd--f---f---gh--g---ghgf--g---h---h---h--g--hk-kjhg---f--gh---hjkhg---e--fg--g--g7---4,,,
,,Cum esset desponsata mater,002000,8,,,D-KNd 1161,M,017v,,,,feast_1202,genre_a,office_v,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g7---ge-fd--efg---g--gh--hhg--f---g--hk---kkj--hg---3---h--h--hg---fg--g---f--hk--kl---lk-kj7--hkkj--ghgf--f---g--hk--k---kj---h---ghg--fe--fg---g--g---g---gfd--e---f---gh--g---hhgf--gh---h7---h---h--g--hk-kj---h--hg---hjhg-hg---fe--fg--g--g---4---k--k--j--k--h--g7---3,,,
,,Cum esset desponsata mater,002000,8,,,F-Pn lat. 12044,B,007r,,,,feast_1765,genre_a,office_l,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gf-fd--efg---g--gh--hg--f---f--hk---kj--h---h--h--hg---fg--g---f--hk--kl---lkk--hkj--ghgf--f---f--gh--h---hk-kj7---h---ghg--fe--fgf---g--g---g---gf-fd--dfe---fg---ghg--g---hijhg--fg---g---h---h--g--hkij---h--gh---hijhghg---fe--fg--g--g---4---g--h--gk--k7---3---k--k--j--k--h--g---3,,,
,,Cum esset desponsata mater,002000,8,,,F-Pn lat. 15181,B,140v,,,,feast_1765,genre_a,office_l,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gfd--efg---g--gh--hg--f---f7--hk---kj--hg---h--h--hg---fg--g---f--hk7--kl---kj--hk-kg--hgf--f---f--gh--hg---hk-kj7---h---hg--fe--fgf---g--g---g---gfd--fe---fg7---g--gh---hijhgf--gh---h---h---h--g--hkjhg---g--gh7---hjhg-hg---fe--fg--g--g---4---k--k--j--k--h--g---3---g--h--gk7---3,,,
,,Cum esset desponsata mater,002000,8,,,NL-Uu 406,M,021r,,,,feast_1202,genre_a,office_v,,,,Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia,,1---g---gfd--efg---g--gh7--hg--f---g--hg---gkkj--hg---h--hg--hg---fg--g---g--hhhk--kl---lkk--hk--ghgf--f---f--gh--hg---gkkj---h---ghgf--e--fgf---g--g---g---gfd--dfe---fg7---gh--g---ghgf--gh---h---h---h--g--gkjhg---g--gh---hkhg-hg---e--fg--g--g---4,,,
,,Dum ortus fuerit sol de celo ,002642,,,,CZ-Pu I D 20,2,014r,,,,feast_1765,genre_a,office_v,,,,Dum ortus fuerit sol de celo videbitis regem regum procedentem a patre tamquam sponsum de thalamo suo,,1---gd---f-gh--g---gh--g--g---h---g---h--g---f--h--7g--f---g--h---h-jkg--g---f--gh--h--gh-g-f---hg-hijh---g--g---g--g---fe--f---c---ff--gh--h---g--g---4---kkk---j---k---h---g---5,,,
,,Et ambulabunt gentes in lumine tuo ,006882a,,,,CZ-Pu XVII E 1,2,027v,,,,feast_1765,genre_v,office_v,,,,Et ambulabunt gentes in lumine tuo et reges in splendore ortus tui,,1---k---k--k--k--klk-kh-77jh---kl--k---k---kh--hl--hk---7kj-klkl--lj---f---h--k---k---7k--kl--k---kh--kl---kj-klk-7hj--jh---5,,,
