"15"	"-"	"g"	"g"	"-"	"f"	"-"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"h"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"g"	"-"	"-"	"h"	"k"	"k"	"l"	"l"	"k"	"-"	"-"	"k"	"h"	"k"	"-/k"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"k"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"d"	"f"	"e"	"f"	"g"	"g"	"h"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"h"	"h"	"g"	"h"	"-"	"k"	"j"	"h"	"g"	"g"	"g"	"h"	"h"	"i"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"-"	"e"	"f"	"g"	"g"	"g"
"16"	"-"	"g"	"g"	"-"	"f"	"f"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"h"	"h"	"g"	"f"	"f"	"h"	"-"	"-"	"k"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"f"	"-"	"-"	"h"	"k"	"k"	"l"	"l"	"k"	"-"	"-"	"k"	"h"	"k"	"k"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"k"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"d"	"f"	"e"	"f"	"g"	"g"	"h"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"h"	"h"	"g"	"h"	"-"	"k"	"i"	"h"	"g"	"-"	"-"	"h"	"h"	"i"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"g"
"17"	"-"	"g"	"g"	"-"	"f"	"f"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"h"	"h"	"g"	"f"	"f"	"h"	"-"	"-"	"k"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"f"	"-"	"-"	"h"	"k"	"k"	"l"	"l"	"k"	"-"	"-"	"k"	"h"	"k"	"k"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"k"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"d"	"f"	"e"	"f"	"g"	"g"	"h"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"h"	"h"	"g"	"h"	"-"	"k"	"i"	"h"	"g"	"-"	"-"	"h"	"h"	"i"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"g"
"18"	"-"	"g"	"g"	"-"	"e"	"f"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"h"	"h"	"g"	"f"	"g"	"h"	"-"	"k"	"k"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"f"	"-"	"-"	"h"	"k"	"k"	"l"	"l"	"k"	"-"	"k"	"j"	"h"	"k"	"k"	"j"	"g"	"h"	"g"	"f"	"f"	"g"	"h"	"k"	"-"	"-"	"k"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"-"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"e"	"f"	"-"	"-"	"-"	"g"	"h"	"g"	"h"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"h"	"h"	"g"	"h"	"k"	"k"	"j"	"h"	"h"	"-"	"-"	"g"	"h"	"j"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"g"
"19"	"-"	"g"	"g"	"-"	"e"	"f"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"h"	"h"	"g"	"f"	"g"	"h"	"-"	"k"	"k"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"f"	"-"	"-"	"h"	"k"	"k"	"l"	"l"	"k"	"-"	"k"	"j"	"h"	"k"	"k"	"j"	"g"	"h"	"g"	"f"	"f"	"g"	"h"	"k"	"-"	"-"	"k"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"-"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"e"	"f"	"-"	"-"	"-"	"g"	"h"	"g"	"h"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"h"	"h"	"g"	"h"	"k"	"k"	"j"	"h"	"h"	"-"	"-"	"g"	"h"	"j"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"g"
"20"	"-"	"g"	"g"	"-"	"f"	"-"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"h"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"g"	"-"	"-"	"h"	"k"	"k"	"l"	"l"	"k"	"-"	"-"	"k"	"h"	"k"	"-"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"k"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"d"	"f"	"e"	"f"	"g"	"g"	"h"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"h"	"h"	"g"	"h"	"-"	"k"	"j"	"h"	"g"	"g"	"g"	"h"	"h"	"k"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"-"	"e"	"f"	"g"	"g"	"g"
"21"	"-"	"g"	"g"	"-"	"f"	"-"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"g"	"-"	"-"	"g"	"k"	"j"	"k"	"l"	"l"	"-"	"-"	"k"	"h"	"k"	"-"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"j"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"d"	"f"	"-"	"-"	"-"	"g"	"h"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"h"	"h"	"g"	"h"	"j"	"k"	"j"	"h"	"g"	"g"	"g"	"g"	"h"	"k"	"k"	"-"	"-"	"-"	"g"	"h"	"g"	"-"	"e"	"f"	"g"	"g"	"g"
"22"	"-"	"g"	"g"	"-"	"f"	"-"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"g"	"-"	"-"	"g"	"k"	"j"	"k"	"l"	"l"	"-"	"-"	"k"	"h"	"k"	"-"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"j"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"d"	"d"	"f"	"-"	"-"	"-"	"g"	"h"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"h"	"h"	"g"	"h"	"j"	"k"	"j"	"h"	"g"	"g"	"g"	"g"	"h"	"j"	"k"	"-"	"-"	"-"	"-"	"h"	"g"	"-"	"e"	"f"	"g"	"g"	"g"
"23"	"-"	"g"	"g"	"-"	"f"	"e"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"g"	"-"	"-"	"g"	"k"	"j"	"k"	"l"	"l"	"-"	"-"	"k"	"h"	"k"	"-"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"j"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"e"	"d"	"f"	"-"	"-"	"-"	"f"	"g"	"h"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"h"	"h"	"g"	"h"	"j"	"k"	"j"	"h"	"g"	"e"	"f"	"g"	"h"	"j"	"k"	"-"	"-"	"-"	"-"	"h"	"g"	"-"	"e"	"f"	"g"	"g"	"g"
"24"	"-"	"g"	"g"	"-"	"f"	"e"	"d"	"e"	"f"	"g"	"g"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"h"	"-"	"-"	"-"	"k"	"j"	"h"	"g"	"-"	"h"	"h"	"-"	"h"	"g"	"f"	"g"	"g"	"g"	"-"	"-"	"g"	"k"	"j"	"k"	"l"	"l"	"-"	"-"	"k"	"h"	"k"	"-"	"g"	"h"	"g"	"f"	"f"	"f"	"g"	"h"	"h"	"-"	"-"	"j"	"k"	"j"	"h"	"-"	"g"	"h"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"g"	"g"	"g"	"g"	"f"	"-"	"e"	"d"	"f"	"-"	"-"	"-"	"f"	"g"	"h"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"h"	"h"	"g"	"h"	"j"	"k"	"j"	"h"	"g"	"e"	"f"	"g"	"h"	"j"	"k"	"-"	"-"	"-"	"j"	"h"	"g"	"-"	"e"	"f"	"g"	"g"	"g"
