"15"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"k"	"j"	"g"	"h"	"g"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"-"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"16"	"g"	"g"	"f"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"k"	"j"	"g"	"h"	"g"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"h"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"17"	"g"	"g"	"f"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"k"	"j"	"g"	"h"	"g"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"-"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"18"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"k"	"j"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"h"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"19"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"k"	"j"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"-"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"20"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"k"	"j"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"-/h"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"21"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"g"	"-"	"h"	"f"	"h"	"-"	"h"	"k"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"h"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"22"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"-"	"-"	"h"	"f"	"h"	"-"	"h"	"k"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"-"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"23"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"-"	"-"	"h"	"f"	"h"	"-"	"h"	"k"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"-"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
"24"	"g"	"g"	"-"	"d"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"g"	"-"	"h"	"-"	"-"	"h"	"f"	"h"	"-"	"h"	"k"	"g"	"h"	"-"	"g"	"f"	"g"	"h"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"-"	"-"	"d"	"f"	"c"	"d"	"f"	"g"	"g"	"f"	"h"	"h"	"k"	"-"	"h"	"g"	"f"	"g"	"h"	"h"	"g"	"g"
