"15"	"f"	"d"	"f"	"e"	"e"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"g"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"g"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"-/g"	"f"	"e"
"16"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"f"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"f"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"-"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"17"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"f"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"f"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"g"	"f"	"e"
"18"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"f"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"f"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"f"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"19"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"g"	"f"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"f"	"e"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"g"	"f"	"e"
"20"	"f"	"d"	"d"	"e"	"e"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"g"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"g"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"e"	"f"	"f"	"e"
"21"	"f"	"e"	"d"	"e"	"e"	"f"	"f"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"e"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"e"	"g"	"f"	"e"
"22"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"-"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"e"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"g"	"f"	"e"
"23"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"e"	"d"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"-"	"-"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"h"	"-"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"e"	"-"	"f"	"e"
"24"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"-"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"-"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"
