"25"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"-"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"-"	"h"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"26"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"f"	"e"	"d"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"g"	"f"	"e"	"-"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"
"27"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"e"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"e"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"-/g"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"A_VOR_Cod_259_I"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"-"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CH_E_611"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"d"	"e"	"g"	"f"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"e"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"e"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"f"	"g"	"f"	"g"	"f"	"e"
"CZ_HKm_II_A_4"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"g"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"f"	"e"	"d"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"g"	"f"	"e"	"-"	"f"	"e"	"d"	"c"	"e"	"d"	"-"	"-"	"f"	"d"	"e"	"e"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CZ_PLm_504_C_004"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CZ_Pn_XV_A_10"	"f"	"e"	"d"	"e"	"e"	"f"	"f"	"f"	"e"	"d"	"f"	"e"	"f"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"-"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"f"	"e"	"d"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"f"	"f"	"g"	"h"	"-"	"-"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"h"	"-"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"e"	"f"	"f"	"e"
"CZ_Pu_I_D_20"	"f"	"e"	"d"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"f"	"e"	"f"	"g"	"h"	"d"	"e"	"f"	"e"	"d"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"e"	"f"	"e"	"d"	"e"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"-"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"e"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"-"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"g"	"-"	"f"	"g"	"g"	"f"	"e"	"-"	"d"	"-"	"f"	"e"	"g"	"f"	"e"	"g"	"g"	"f"
"D_KA_Aug_LX"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"e"	"f"	"e"	"c"	"e"	"-"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"-"	"e"	"e"	"h"	"h"	"k"	"h"	"h"	"h"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"h"	"g"	"h"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"e"	"f"	"g"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"-"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"f"	"e"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"F_Pn_lat_12044"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"g"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"f"	"f"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"f"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"NL_Uu_406"	"f"	"d"	"e"	"e"	"e"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"g"	"g"	"h"	"d"	"-"	"d"	"f"	"d"	"e"	"g"	"f"	"f"	"d"	"d"	"e"	"c"	"e"	"g"	"g"	"f"	"g"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"e"	"h"	"h"	"k"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"g"	"h"	"h"	"g"	"g"	"h"	"h"	"h"	"h"	"g"	"e"	"-"	"-"	"f"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"h"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"e"	"f"	"d"	"f"	"e"	"e"	"f"	"g"	"e"	"f"	"f"	"e"
"A_Wn_1799"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"g"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"g"	"g"	"f"	"g"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"f"	"e"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"CDN_Hsmu_M2149_L4"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"g"	"e"	"f"	"e"	"d"	"e"	"e"	"g"	"-"	"g"	"f"	"g"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"f"	"e"	"d"	"-"	"f"	"e"	"-"	"g"	"f"	"f"	"f"	"e"
"CZ_Pu_XVII_E_1"	"f"	"e"	"d"	"e"	"e"	"e"	"e"	"f"	"e"	"d"	"f"	"e"	"-"	"g"	"h"	"d"	"-"	"f"	"e"	"c"	"e"	"g"	"g"	"f"	"e"	"d"	"e"	"c"	"e"	"f"	"g"	"f"	"g"	"h"	"g"	"h"	"-"	"f"	"e"	"d"	"e"	"g"	"-"	"f"	"e"	"d"	"h"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"g"	"f"	"g"	"-"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"e"	"-"	"g"	"e"	"f"	"f"	"e"
"D_KNd_1161"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"f"	"d"	"e"	"d"	"c"	"d"	"c"	"e"	"g"	"g"	"f"	"g"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"i"	"h"	"h"	"-"	"h"	"g"	"-"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"h"	"g"	"f"	"g"	"f"	"e"	"d"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"-"	"-"	"-"	"d"	"h"	"h"	"h"	"f"	"g"	"g"	"f"	"f"	"-"	"d"	"-"	"f"	"e"	"f"	"g"	"f"	"g"	"f"	"e"
"F_Pn_lat_15181"	"f"	"d"	"f"	"f"	"f"	"f"	"f"	"f"	"e"	"d"	"e"	"e"	"-"	"g"	"h"	"d"	"f"	"f"	"e"	"c"	"e"	"g"	"e"	"f"	"e"	"d"	"-"	"c"	"e"	"-"	"g"	"g"	"f"	"h"	"h"	"g"	"-"	"h"	"e"	"d"	"e"	"g"	"-"	"-"	"-"	"e"	"h"	"h"	"j"	"h"	"h"	"-"	"h"	"g"	"h"	"h"	"g"	"e"	"f"	"e"	"d"	"f"	"g"	"h"	"g"	"-"	"-"	"-"	"h"	"h"	"h"	"f"	"g"	"f"	"-"	"-"	"-"	"e"	"c"	"d"	"d"	"-"	"-"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"g"	"h"	"h"	"g"	"h"	"g"	"f"	"g"	"f"	"-"	"d"	"h"	"h"	"-"	"f"	"g"	"g"	"f"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"-"	"f"	"g"	"f"	"e"
