"25"	"-"	"d"	"g"	"-"	"g"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"26"	"-"	"d"	"g"	"-"	"g"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"27"	"-"	"d"	"h"	"-"	"g"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"A_VOR_Cod_259_I"	"-"	"d"	"g"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"e"	"f"	"-"
"CH_E_611"	"-"	"d"	"h"	"h"	"g"	"g"	"f"	"e"	"-"	"d"	"e"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"j"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"f"	"-"	"c"	"-"	"d"	"e"	"-"
"CZ_HKm_II_A_4"	"-"	"c"	"g"	"-"	"g"	"f"	"e"	"d"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"CZ_PLm_504_C_004"	"d"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"CZ_Pn_XV_A_10"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"g"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"CZ_Pu_I_D_20"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"g"	"e"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"d"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"D_KA_Aug_LX"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"e"
"F_Pn_lat_12044"	"-"	"d"	"h"	"h"	"g"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"NL_Uu_406"	"-"	"d"	"h"	"h"	"g"	"g"	"f"	"e"	"f"	"d"	"f"	"e"	"f"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"f"	"f"	"g"	"h"	"-"	"d"	"d"	"d"	"f"	"e"	"f"	"f"	"g"	"f"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"f"	"-"	"c"	"d"	"d"	"e"	"-"
"A_Wn_1799"	"-"	"d"	"h"	"g"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"i"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"f"	"g"	"h"	"h"	"f"	"-"	"h"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"CDN_Hsmu_M2149_L4"	"-"	"d"	"h"	"g"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"i"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"f"	"g"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"d"	"c"	"-"	"d"	"e"	"-"
"CZ_Pu_XVII_E_1"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"-"	"-"	"-"
"D_KNd_1161"	"-"	"d"	"h"	"g"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"i"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"F_Pn_lat_15181"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"f"	"g"	"f"	"e"	"d"	"d"	"d"	"f"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
