"15"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"d"	"f"	"g"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"16"	"-"	"d"	"h"	"h"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"17"	"-"	"d"	"h"	"h"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"18"	"-"	"d"	"h"	"g"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"i"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"-"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"19"	"-"	"d"	"h"	"g"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"i"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"f"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"g"	"f"	"e"	"d"	"f"	"g"	"h"	"h"	"f"	"-"	"h"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"20"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"d"	"f"	"g/h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"21"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"22"	"-"	"d"	"h"	"-"	"h"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"23"	"-"	"d"	"h"	"-"	"g"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
"24"	"-"	"d"	"h"	"-"	"g"	"g"	"f"	"e"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"-"	"d"	"f"	"e"	"-"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"-"	"c"	"-"	"d"	"e"	"-"
