"15"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"-"	"-"	"-"	"d"	"e"	"f"	"-"	"-"	"d"	"-/e"	"g"	"-"	"k"	"-"	"-"	"g"	"f"	"g"	"g"	"h"	"-"	"-"	"f"	"e"	"f"	"-"	"f"	"-"	"-"	"e"	"-"	"e"	"f"	"g"	"f"	"e"	"d"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"f"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"h"	"h"	"-"	"-"	"h"	"k"	"-"	"f"	"e"	"e"	"e"	"f"	"-"	"-"	"-"	"f"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"f"	"g"	"f"	"e"	"-"	"-"	"f"	"e"	"-"
"16"	"-"	"-"	"-"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"-"	"g"	"f"	"e"	"d"	"-"	"-"	"f"	"e"	"d"	"-"	"-"	"e"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"k"	"-"	"-"	"g"	"f"	"g"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"g"	"f"	"-"	"-"	"e"	"-"	"-"	"f"	"g"	"f"	"-"	"d"	"-"	"-"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"-"	"g"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"g"	"-"	"k"	"h"	"-"	"h"	"g"	"h"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"d"	"-"	"e"	"f"	"g"	"-"	"g"	"-"	"e"	"d"	"-"	"-"	"e"	"e"
"17"	"c"	"-"	"-"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"-"	"g"	"f"	"e"	"d"	"e"	"-"	"f"	"e"	"d"	"-"	"-"	"e"	"-"	"d"	"-"	"-"	"f"	"e"	"d"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"-"	"k"	"h"	"-"	"g"	"f"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"-"	"g"	"f"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"f"	"e"	"e"	"-"	"e"	"-"	"-"	"k"	"-"	"h"	"h"	"g"	"-"	"-"	"-"	"f"	"e"	"e"	"-"	"f"	"g"	"-"	"-"	"f"	"-"	"e"	"d"	"d"	"e"	"f"	"-"	"-"	"-"	"-"	"e"	"-"	"-/f"	"-"	"e"	"e"
"18"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-/e"	"e"	"-"	"-"	"-/g"	"-"	"k"	"h"	"-"	"g"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"h"	"-"	"f"	"-"	"g"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"e"	"-"	"-/h"	"k"	"h"	"h"	"h"	"-"	"h"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"d"	"e"	"f"	"g"	"-"	"g"	"-"	"-"	"c"	"-"	"-"	"-"	"e"
"19"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"f"	"e"	"-/e"	"-"	"-"	"-"	"h"	"k"	"-"	"h"	"g"	"f"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"h"	"-/g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"h"	"k"	"-"	"-"	"h"	"-"	"h"	"k"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"
"20"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"-"	"f"	"g"	"-"	"-"	"-"	"e"	"e"	"f"	"-"	"e"	"d"	"-"	"-"	"h"	"-"	"h"	"h"	"g"	"-"	"g"	"g"	"-"	"g"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"-"	"g"	"f"	"e"	"d"	"f"	"g"	"-"	"-"	"-"	"g"	"-"	"g"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"-/h"	"h"	"h"	"h"	"-"	"-"	"-"	"f"	"f"	"f"	"f"	"f"	"-"	"-"	"-"	"e"	"e"	"e"	"d"	"d"	"-"	"f"	"-"	"f"	"g"	"f"	"e"	"c"	"e"	"f"	"e"	"-"
"21"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"-"	"g"	"e"	"e"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"-"	"f"	"-"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"-"	"f"	"-"	"-"	"e"	"d"	"e"	"-"	"-"	"f"	"e"	"-"	"f"	"g"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"-/h"	"g"	"f"	"e"	"d"	"f"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"-"	"-"	"h"	"-"	"h"	"-"	"-"	"f"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"d"	"-"	"-"	"-"	"-"	"f"	"g"	"f"	"e"	"c"	"e"	"-"	"e"	"e"
"22"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"-"	"g"	"e"	"e"	"e"	"f"	"e"	"-"	"d"	"e"	"-"	"h"	"-"	"h"	"-"	"-"	"-"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"-"	"f"	"-"	"-"	"-"	"-/d"	"e"	"f"	"g"	"f"	"e"	"-"	"f"	"-"	"-"	"-"	"-"	"g"	"f"	"g"	"g"	"h"	"-"	"f"	"e"	"d"	"f"	"f"	"-"	"d"	"e"	"-"	"h"	"-"	"h"	"h"	"-"	"-"	"-"	"-"	"-"	"f"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"f"	"e"	"c"	"e"	"f"	"e"	"-"
"23"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"-"	"d"	"-"	"g"	"h"	"-"	"-"	"h"	"-"	"-"	"-"	"g"	"h"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"d"	"e"	"-"	"-"	"f"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"g"	"-"	"h"	"-"	"e"	"d"	"e"	"f"	"e"	"-"	"d"	"-"	"g"	"h"	"k"	"-"	"h"	"-"	"-"	"-/h"	"k"	"g"	"-"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"e"	"-"	"e"	"d"	"-"	"-"	"f"	"-"	"f"	"-"	"-"	"e"	"c"	"e"	"f"	"e"	"e"
"24"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"-"	"-"	"d"	"e"	"g"	"h"	"-"	"-"	"-"	"g"	"-"	"g"	"g"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"f"	"-"	"-"	"-"	"d"	"e"	"f"	"-"	"f"	"e"	"d"	"-"	"-"	"-"	"-"	"h"	"g"	"-"	"-"	"g"	"h"	"-"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"-"	"g"	"-"	"k"	"-"	"h"	"h"	"g"	"h"	"k"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"-"	"e"	"f"	"e"	"d"	"-"	"-"	"-"	"g"	"f"	"-"	"-"	"e"	"d"	"e"	"f"	"e"	"e"
