"15"	"c"	"d"	"e"	"-"	"e"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"f"	"e"	"d"	"f"	"e"	"f"	"-"	"-"	"e"	"c"	"-"	"g"	"d"	"g"	"-"	"-"	"-"	"d"	"f"	"-"	"e"	"e"	"d"	"e"	"-"	"-"	"k"	"h"	"h"	"g"	"f"	"-"	"g"	"-"	"-"	"f"	"f"	"e"	"f"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"f"	"f"	"-"	"-"	"-"	"f"	"g"	"h"	"g"	"-"	"g"	"-"	"h"	"-"	"f"	"-"	"-"	"f"	"f"	"e"	"d"	"e"	"-"	"-"	"k"	"-"	"h"	"h"	"g"	"-"	"k"	"g"	"f"	"-"	"f"	"f"	"f"	"g"	"-"	"-"	"e"	"-"	"-"	"d"	"d"	"-"	"-"	"-"	"e"	"-"	"f"	"-"	"-"	"f"	"f"	"e"	"e"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"16"	"c"	"d"	"e"	"-/f"	"-"	"-"	"-"	"d"	"-"	"f"	"-"	"-"	"g"	"f"	"e"	"-"	"-"	"e"	"f"	"-"	"d"	"e"	"d"	"-"	"g"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"e"	"d"	"-"	"-"	"h"	"k"	"-"	"-"	"g"	"-"	"g"	"g"	"-"	"-"	"f"	"f"	"e"	"f"	"g"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"g"	"-"	"f"	"d"	"-"	"-"	"-"	"-"	"g"	"h"	"g/j"	"f"	"g"	"g"	"h"	"-"	"f"	"-"	"-"	"-"	"e"	"-/e"	"d"	"-"	"g"	"-"	"k"	"h"	"-"	"-"	"g"	"h"	"-"	"g"	"f"	"-"	"f"	"g"	"f"	"g"	"-"	"-"	"f"	"f"	"-"	"d"	"d"	"e"	"-"	"-"	"d"	"-"	"f"	"e"	"-"	"e"	"-"	"-"	"e"	"h"	"-"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-/d"
"17"	"c"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"g"	"f"	"-"	"-"	"g"	"-"	"e"	"-"	"-"	"e"	"-"	"-"	"-"	"e"	"-"	"-"	"g"	"f"	"-"	"-"	"g"	"-"	"d"	"f"	"-"	"e"	"-"	"d"	"e"	"g"	"-"	"-"	"-"	"h"	"g"	"f"	"g"	"g"	"-"	"h"	"-"	"f"	"-"	"-"	"g"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"g"	"-"	"f"	"d"	"-"	"-"	"-"	"-"	"g"	"h"	"j"	"-"	"g"	"-"	"h"	"g"	"f"	"e"	"d"	"f"	"f"	"-"	"d"	"e"	"g"	"-"	"k"	"h"	"-/h"	"h"	"-"	"h"	"-"	"-/g"	"-"	"f"	"-"	"f"	"f"	"-"	"-"	"-"	"e"	"-"	"f"	"d"	"d"	"-"	"f"	"-"	"f"	"-"	"-"	"e"	"-"	"e"	"-"	"e"	"e"	"h"	"-"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"
"18"	"c"	"d"	"e"	"-"	"-"	"-"	"-"	"d"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"e"	"-"	"e"	"-"	"e"	"d"	"-"	"-"	"f"	"-"	"-"	"g"	"-"	"e"	"e"	"f"	"e"	"-/e"	"d"	"e"	"-"	"h"	"-"	"-"	"-"	"g"	"f"	"-/g"	"g"	"-"	"h"	"-"	"f"	"e"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"g"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"g"	"-"	"g"	"f"	"g"	"g"	"-"	"-/g"	"f"	"e"	"d"	"f"	"e"	"-"	"d"	"-/e"	"g"	"h"	"-"	"h"	"h"	"h"	"-"	"h"	"k"	"-"	"-"	"e"	"e"	"f"	"g"	"g"	"-"	"-"	"f"	"-"	"-"	"d"	"d"	"e"	"-"	"g"	"-"	"g"	"-"	"-"	"d"	"e"	"-"	"-"	"-"	"h"	"g"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"e"	"d"
"19"	"c"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"g"	"f"	"-"	"-"	"-"	"f"	"e"	"d"	"e"	"e"	"-"	"-"	"d"	"e"	"d"	"e"	"-"	"d"	"g"	"-"	"g"	"e"	"d"	"-"	"-"	"-"	"e"	"d"	"e"	"-"	"h"	"k"	"-"	"-"	"g"	"f"	"g"	"g"	"-"	"h"	"-"	"f"	"e"	"-/f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"f"	"g"	"-"	"f"	"-"	"-"	"-"	"-"	"f"	"g"	"h"	"j"	"-"	"g"	"-"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"e"	"d"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"f"	"-"	"f"	"f"	"-"	"-"	"-"	"-"	"e"	"f"	"d"	"d"	"-"	"f"	"-/g"	"e"	"-"	"f"	"e"	"c"	"e"	"-"	"e"	"-"	"-"	"-"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-"
"20"	"c"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"-"	"f"	"-"	"-"	"g"	"f"	"-"	"d"	"f"	"e"	"f"	"-"	"d"	"e"	"-"	"e"	"-"	"f"	"-/g"	"-"	"g"	"e"	"-"	"-"	"-"	"e"	"-"	"d"	"e"	"-"	"-/h"	"k"	"h"	"h"	"-"	"-"	"g"	"g"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"f"	"f"	"-"	"-"	"-"	"f"	"g"	"-"	"g"	"-"	"g"	"g"	"h"	"-"	"e"	"d"	"e"	"f"	"-"	"-"	"d"	"e"	"-"	"-"	"-"	"-"	"-"	"h"	"-"	"h"	"-"	"g"	"-"	"e"	"f"	"-"	"g"	"f"	"-"	"-"	"e"	"f"	"-"	"d"	"d"	"e"	"f"	"-"	"d"	"-"	"-"	"e"	"c"	"e"	"f"	"d"	"e"	"h"	"-"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-/d"
"21"	"c"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"-"	"f"	"g"	"h"	"g"	"f"	"-"	"d"	"e"	"e"	"-"	"e"	"-"	"e"	"c"	"e"	"g"	"-"	"-"	"-"	"g"	"e"	"d"	"e"	"-"	"-"	"-"	"d"	"e"	"-"	"-"	"k"	"h"	"-"	"g"	"f"	"-"	"g"	"-"	"-"	"f/g"	"-"	"e"	"f"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"f"	"g"	"-"	"-"	"d"	"-"	"-"	"-"	"g"	"g"	"-"	"-"	"-"	"g"	"g"	"-"	"-"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"-"	"h"	"-"	"h"	"h"	"h"	"-"	"-"	"k"	"g"	"f"	"e"	"-"	"f"	"-"	"f"	"-"	"-"	"f"	"-"	"-"	"d"	"-"	"e"	"f"	"g"	"-"	"g"	"f"	"-"	"-"	"-"	"-"	"d"	"e"	"h"	"g"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"d"
"22"	"c"	"d"	"e"	"f"	"-"	"-"	"-"	"d"	"-"	"f"	"g"	"h"	"g"	"f"	"-"	"-"	"e"	"e"	"f"	"e"	"-"	"e"	"c"	"e"	"g"	"d"	"-"	"-"	"g"	"e"	"e"	"d"	"-"	"e"	"-"	"d"	"-"	"-"	"-/h"	"k"	"-"	"h"	"g"	"-"	"-"	"g"	"-"	"-"	"-"	"f"	"-"	"f"	"g"	"f"	"-"	"-"	"-"	"-"	"d"	"e"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"h"	"g"	"-"	"g"	"f"	"g"	"g"	"-"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"-"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"k"	"-"	"-"	"-"	"e"	"e"	"f"	"e"	"-"	"-"	"f"	"f"	"e"	"d"	"-"	"-/e"	"f"	"g"	"-"	"-"	"f"	"-/e"	"c"	"-"	"f"	"-"	"-"	"h"	"-"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"d"
"23"	"c"	"d"	"e"	"-"	"-/e"	"-"	"-"	"d"	"-"	"f"	"-"	"-"	"g"	"-"	"e"	"-"	"-"	"e"	"-"	"e"	"d"	"e"	"-"	"e"	"g"	"d"	"g"	"-"	"-"	"-"	"e"	"e"	"f"	"-"	"-"	"-"	"e"	"-"	"h"	"k"	"h"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"f"	"-"	"h"	"g"	"-"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"-"	"e"	"e"	"-"	"e"	"-"	"h"	"-"	"-"	"-"	"h"	"-"	"h"	"k"	"-"	"-"	"e"	"e"	"-"	"f"	"e"	"-"	"-"	"e"	"f"	"d"	"-"	"d"	"e"	"-"	"g"	"f"	"g"	"-"	"-"	"c"	"-"	"f"	"-"	"e"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"24"	"d"	"f"	"f"	"-"	"e"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"f"	"-"	"d"	"e"	"f"	"-"	"e"	"-"	"f"	"c"	"e"	"g"	"f"	"-"	"-"	"-"	"-"	"-"	"f"	"f"	"-"	"-"	"d"	"e"	"-"	"-"	"k"	"-"	"h"	"-"	"f"	"-"	"g"	"-"	"g"	"g"	"-"	"e"	"f"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"f"	"-/e"	"-"	"-"	"-"	"g"	"g"	"h"	"j"	"-"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"-"	"f"	"e"	"d"	"-"	"-"	"h"	"k"	"h"	"-"	"h"	"g"	"h"	"-"	"-"	"f"	"e"	"-"	"g"	"g"	"-"	"-"	"-"	"f"	"e"	"-"	"d"	"d"	"e"	"-"	"-"	"-"	"-"	"-"	"e"	"c"	"f"	"-"	"-"	"e"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"
"25"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"e"	"-"	"-"	"e"	"d"	"-"	"-"	"e"	"g"	"d"	"g"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"e"	"-"	"e"	"-"	"-"	"k"	"h"	"-"	"-"	"-"	"g"	"-"	"-"	"-"	"g"	"-/f"	"e"	"f"	"g"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"f"	"e"	"-"	"-"	"-"	"h"	"-"	"-"	"-"	"-"	"g"	"g"	"-"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"-/h"	"-"	"-"	"h"	"h"	"-"	"-"	"k"	"g"	"-"	"e"	"e"	"f"	"g"	"g"	"-"	"-"	"-"	"e"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"-"	"e"	"c"	"-"	"-"	"e"	"e"	"h"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"26"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"d"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"f"	"e"	"d"	"-"	"d"	"f"	"g"	"d"	"g"	"-"	"-"	"-"	"-"	"d"	"-"	"-"	"-"	"-"	"e"	"g"	"-"	"-"	"h"	"-"	"-"	"f"	"g"	"-"	"-"	"-"	"g"	"f"	"e"	"-"	"g"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"g"	"f"	"-"	"g"	"-"	"g"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"g"	"-"	"-"	"h"	"h"	"h"	"-"	"-"	"-"	"-"	"-"	"f"	"-"	"g"	"g"	"f"	"-"	"-"	"-"	"f"	"f"	"-"	"d"	"e"	"f"	"g"	"e"	"g"	"f"	"e"	"d"	"-"	"f"	"d"	"e"	"h"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"
"27"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"-"	"g"	"e"	"-"	"-"	"g"	"-"	"e"	"d"	"-/f"	"e"	"-"	"-"	"-"	"e"	"-"	"-"	"-"	"f"	"g"	"-"	"f"	"e"	"-"	"f"	"f"	"e"	"e"	"c"	"-"	"-"	"-"	"-"	"h"	"h"	"g"	"f"	"-"	"h"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"f"	"-"	"-"	"-"	"-"	"d"	"d"	"f"	"-"	"-"	"-/f"	"f"	"d"	"-"	"-"	"-"	"h"	"h"	"-/g"	"f"	"-"	"-"	"h"	"g"	"f"	"h"	"g"	"f"	"e"	"-"	"c"	"e"	"-"	"-"	"k"	"h"	"h"	"h"	"g"	"h"	"-"	"-"	"f"	"f"	"f"	"f"	"-"	"f"	"-"	"-"	"f"	"f"	"-"	"d"	"-"	"-"	"-"	"g"	"f"	"g"	"f"	"e"	"d"	"f"	"-"	"d"	"-"	"h"	"g"	"g"	"h"	"h"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"d"	"-"
"A_VOR_Cod_259_I"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"-"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"-"	"-"	"f"	"e"	"d"	"e"	"f"	"g"	"-"	"f"	"e"	"d"	"-"	"-"	"f"	"g"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"g"	"h"	"k"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"-"	"e"	"d"	"e"	"f"	"e"	"e"	"h"	"g"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"f"	"d"
"A_Wn_1799"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDN_Hsmu_M2149_L4"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CH_E_611"	"c"	"d"	"e"	"f"	"e"	"-"	"-"	"d"	"g"	"f"	"-"	"-"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"f"	"g"	"-"	"-"	"-"	"-"	"-"	"e"	"d"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"f"	"-"	"-"	"-"	"-"	"-"	"e"	"f"	"g"	"-"	"f"	"f"	"-"	"-"	"-"	"f"	"g"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"f"	"e"	"d"	"f"	"f"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"-"	"h"	"k"	"g"	"f"	"e"	"e"	"f"	"g"	"-"	"-"	"-"	"e"	"f"	"e"	"d"	"d"	"e"	"f"	"g"	"f"	"g"	"f"	"e"	"d"	"e"	"f"	"e"	"e"	"h"	"g"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"f"	"e"	"d"
"CZ_HKm_II_A_4"	"c"	"d"	"e"	"f"	"e"	"d"	"-"	"d"	"g"	"f"	"g"	"h"	"g"	"f"	"e"	"d"	"e"	"e"	"f"	"e"	"d"	"e"	"c"	"e"	"g"	"f"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"g"	"f"	"g"	"g"	"-"	"h"	"g"	"f"	"e"	"f"	"g"	"g"	"f"	"e"	"f"	"e"	"d"	"e"	"f"	"g"	"-"	"f"	"e"	"-"	"-"	"-"	"f"	"g"	"h"	"g"	"f"	"g"	"g"	"h"	"g"	"e"	"d"	"e"	"f"	"e"	"e"	"d"	"e"	"g"	"h"	"k"	"h"	"h"	"h"	"-"	"h"	"k"	"g"	"f"	"f"	"e"	"f"	"g"	"f"	"e"	"-"	"f"	"e"	"d"	"c"	"d"	"e"	"f"	"g"	"e"	"g"	"-"	"e"	"c"	"-"	"f"	"e"	"e"	"h"	"g"	"h"	"k"	"g"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"e"	"-"	"f"	"d"
