"15"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"g"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"g"	"f"	"f"	"e"	"d"	"-"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"f"	"-"	"-"	"-"	"-"	"e"
"16"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"g"	"f"	"f"	"e"	"d"	"-"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"-"	"-"	"-"	"-"	"-"	"e"
"17"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"-"	"-"	"-"	"-"	"-"	"e"
"18"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"-"	"-"	"-"	"-"	"-"	"e"
"19"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"d"	"-"	"-"	"-"	"-"	"-"
"20"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"g"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"-"	"-"	"-"	"-"	"-"	"-"
"21"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"g"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"-"	"-"	"-"	"-"	"-"	"-"
"22"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"f"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"f"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"-"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"e"	"-"	"-"	"-"	"-"	"-"
"23"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"f"	"e"	"d"	"f"	"-"	"-"	"-"	"e"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"f"	"d"	"f"	"e"	"-"	"g"	"h"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"e"	"f"	"g"	"f"	"e"	"d"	"c"	"f"	"g"	"h"	"f"	"-"	"g"	"e"	"d"	"e"	"c"	"d"	"d"	"-"	"-"	"-"	"-"	"-"
"24"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"d"	"h"	"h"	"-"	"g"	"g"	"f"	"e"	"f"	"-"	"-"	"-"	"f"	"-"	"g"	"h"	"g"	"h"	"k"	"h"	"g"	"f"	"g"	"h"	"g"	"g"	"d"	"f"	"e"	"f"	"f"	"g"	"-"	"d"	"-"	"-"	"-"	"-"	"f"	"f"	"g"	"f"	"f"	"e"	"d"	"d"	"f"	"h"	"h"	"f"	"-"	"g"	"e"	"d"	"f"	"c"	"d"	"d"	"-"	"-"	"-"	"-"	"e"
