id,corpus_id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx
,,Judaea et Jerusalem nolite,003511,8,,,CH-E 611,1,016v,,,,feast_1765,genre_a,office_v2,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g--g--gfed---f---f--gh--h--g---g--g--hk---g--ghgf--f---kj---h--hl--j--k--h--g---g---gh--fe--d---ef--gh---h--g--gfed---e--fg--g--g,,,
,,Judaea et Jerusalem nolite,003511,8,,,CH-Fco 2,1,023v,,,,feast_1765,genre_a,office_l,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g--g--gd---e---f--fh--h--g---g--g--hj---gh--hg--f---kkj---h--l--k--j--hg--g---g---gh--fe--d---ef--fh---h--g--gfd---h--hj--j--j,,,
,,Judaea et Jerusalem nolite,003511,8,,,D-KA Aug. LX,1,015v,,,,feast_1765,genre_a,office_l,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g--g--gfd---e---f--gh--h--g---g--g--hk---g--ghgf--f---kj---h--hk--j--k--hg--g---g---gh--fe--d---ef--gh---h--g--gfd---e--fg--g--g,,,
,,Judaea et Jerusalem nolite,003511,8,,,F-Pn lat. 12044,1,006v,,,,feast_1765,genre_a,office_l,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g--g--d---e---h--gh--h--g---g--g--hj---g--hg--f---k--kj---h--hl--k--jk--hg--g---g---gh--fe--d------------fe--fg--g--g,,,
,,Judaea et Jerusalem nolite,003511,8,,,F-Pn lat. 15181,1,140r,,,,feast_1765,genre_a,office_l,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g--g--gfd---e---f--gh--hg--g---g--g--hj---g--hg--f---kkj---h--hl--k--kj--hg--g---g---gh--fe--d---f--gh---h--g--gfd---fe--fg--g--g,,,
,,Judaea et Jerusalem nolite,003511,8,,,NL-Uu 406,1,020v,,,,feast_1765,genre_a,office_l,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g--g--gfd---e---f--gh--h--g---g--g--hk---g--ghgf--f---kkj---h--hl--k--kk--hg--g---g---gh--fe--d---ef--gh---h--g--gfd,,,
,,Judaea et Jerusalem nolite,003511,Gc,,,I-Rvat SP B.79,1,024v,,,,feast_1765,genre_a,office_l,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,g--ghg--g---h---f--h--jh--gh---h--g--h---g--fgf--f---kl---k--klk--jh--kj--hg--g---g---h--g--f---d--f---h--gf--g,,,
,,Judaea et Jerusalem nolite,605019,3,,,F-Pn lat. 12044,,007v,,,,feast_1765,genre_r,office_v2,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,f--dff--f---f---f--fe--de--e-ghd-ffe---ce--ge-fede--ceg---f--fh-hgh--e------de---g--f--h--hi--h--h------hg---hhge-fed-fgh--gh--h---hhgf-gfedcd-dfgfede-eg-hhg-hgf-gfed-hhfg--gf---df--egff--fe,,,
,,Judaea et Jerusalem nolite,605019,4,,,CH-E 611,,017r,,,,feast_1765,genre_r,office_v2,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,fe--de--e---e---e--fe--de--eg-hd-fe---de--gf-fe--de-ceg---f--ghgh--fe---de---g--e--eh--hk--h--h------hg---hhge-fed-fgh--gh--h---hhge-fdcd-defgfede-egh-hg-hgf-gfed-hhfg--gf---df--ef-gfg--fe,,,
,,Judaea et Jerusalem nolite,605019,4,,,D-KA Aug. LX,,016r,,,,feast_1765,genre_r,office_v2,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,fe--de--e---e---e--fe--df--eg-hd-efe---ce--gfede--ceg---f--ghgh--fe------de---g--e--eh--hk--h--h---hhg---hhgefed-fgh-gh--gh--hh---hhgefdcd-defg-gfede-egh-hf-gfed-hhfg-gf--fe---df--egff--fe,,,
,,Judaea et Jerusalem nolite,605019,4,,,F-Pn lat. 15181,3,140r,,,,feast_1765,genre_r,office_m,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,f--dff--f---f---f--fe--de--eg-hd-ffe---ce--ge-fed--ceg---g--fhhgh--e---de---g--e--h--hj--h--h---hg---hhge-fed-fgh--gh--h---hf-gfecd-dfgfe-de-eg-hhg-hgf-gfd-hhfg--gf---df--efg--fe,,,
,,Judaea et Jerusalem nolite,605019,4,,,NL-Uu 406,,021r,,,,feast_1202,genre_r,office_v,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,f--dee--e---f---f--fe--de--eggh-ddf---de--gff--dde---cegg-f--ghhg-h--e------de---g--e--h--hk--h--h---hg---hhgefed--fgghhg-gh--h---hhge-fdc-d-df-gfede-eghhg-hgfede-hhhf-g--gfef---df--eefgef--fe,,,
,,Judaea et Jerusalem nolite,605019,4,,,PL-WRu R 503,,015r,,,,feast_1202,genre_r,office_v,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,fe--df--f---f---f--fe--df--ef-ghd-ffe---c-e--gfe--de-ce-fg,,,
,,Judaea et Jerusalem*,003511,*,,,I-Ac 693,,016r,,,,feast_1765,genre_a,office_p,,,,Judaea et Jerusalem*,,,,,
,,Judaea et Jerusalem*,003511,*,,,NL-Uu 406,,020v,,,,feast_1765,genre_a,office_p,,,,Judaea et Jerusalem*,,g--g--gfd---e---f,,,
,,Judaea et Jerusalem*,003511,,,,CZ-PLm 504 C 004,,009r,,,,feast_1765,genre_a,office_v,,,,Judaea et Jerusalem*,,g--g--g-f-e-d---f---f--gh--h--g,,,
,,Judaea et Jerusalem*,003511,8,,,NL-Uu 406,1,020v,,,,feast_1202,genre_a,office_v,,,,Judaea et Jerusalem*,,g--g--gfd---e---f--gh--h--g,,,
,,Judaea et Jerusalem*,605019,,,,CZ-PLm 504 C 004,,009v,,,,feast_1765,genre_r,office_v,,,,Judaea et Jerusalem*,,fe--de--e---e---ef--e--df,,,
,,Judaea et Jerusalem,605019,,,,CH-SG 545,2,047v,,,,feast_1202,genre_r,office_v,,,,Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,efe--de--e---e---e--fe--df--e,,,
,,Levate capita vestra,003608,,,,CH-SG 545,4,047r,,,,feast_1202,genre_a,office_v,,,,Levate capita vestra ecce appropinquabit redemptio nostra,,d--c--d---ef--g--fe---d--d---f--h---g--h--gf--g--g---d--dc--f--e---d--d,,,
,,Magnificat anima mea dominum,g01598,8,,,I-Pc C55,,038v,,,,feast_0067,genre_ca,office_x,,,,Magnificat anima mea dominum | Et exsultavit spiritus meus in deo salutari meo | Quia respexit humilitatem ancillae suae ecce enim ex hoc beatam me dicent omnis generationes,,g--hgk--k--lk---k--k--k---j--k----h--h--g,,,
,,Magnificatus est rex pacificus super omnes ,003670,,,,CZ-Pn XII A 24,4,029r,,,,feast_1765,genre_a,office_v,,,,Magnificatus est rex pacificus super omnes reges universe terrae,,g--j--k--l--k---h---k---k--g--g--g---k--k---jj--g---hk--j---k--kh--j--h---g--g,,,
,,O Juda et Jerusalem nolite ,003511,8,,,A-Wn 1799**,,016r,,,,feast_1765,genre_a,office_l,,,,O Juda et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g---g--gfd---e---f--gh--h--g---g--g--hj---g--ghgf--f---kkj---h--hl--k--j--h--g---g---gh--fe--d---ef--gh---h--g--gfd---fe--fg--g--g,,,
,,O Juda et Jerusalem nolite ,003511,8,,,CDN-Hsmu M2149.L4,,030r,,,,feast_1765,genre_a,office_l,,,,O Juda et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g---g--gfd---e---f--gh--h--g---g--g--hj---g--ghgf--f---kkj---h--hl--j--h--g---g---gh--fe--d---ef--gh---h--g--gfd---fe--fg--g--g,,,
,,O Juda et Jerusalem nolite ,003511,8,,,D-KNd 1161,,016v,,,,feast_1765,genre_a,office_l,,,,O Juda et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum alleluia,,g---g--gfd---e---f--gh--h--g---g--g--hj---h--ghgf--f---kkj---h--hl--k--j--h--g---g---gh--fe--d---ef--gh---h--g--gfd---fe--fg--g--g,,,
,,O Juda et Jerusalem nolite ,605019,4T,,,A-Wn 1799**,,016v,,,,feast_1202,genre_r,office_v,,,,O Juda et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,f---dff--f---f---f--fe--de--eghdf-fe---ce--ge-fede--ceg---g--fghgh--e------de---f--d--h--hi--h--h---hg---hhge-fed-fgh--gh--h---hhgf-gfedcd-dfgfede-egh-hg-hgf-dh-hfg--gf-fe---df--egff--fe,,,
,,O Juda et Jerusalem nolite ,605019,4T,,,CDN-Hsmu M2149.L4,,031v,,,,feast_1202,genre_r,office_v,,,,O Juda et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,f---dff--f---f---f--fe--de--eghd-ffe---ce--ge-fed-e--eg---g--fgh-hgh--e------de---f--d--h--hi--h--h---hg---hhge-fed-fgh--gh--h---hhgf-gfedcd-dfgfede-egh-hghgf-dh-hfg--gf-fe---df--egff--fe,,,
,,O Juda et Jerusalem nolite ,605019,4T,,,D-KNd 1161,,017r,,,,feast_1202,genre_r,office_v,,,,O Juda et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum,,f---dff--f---f---f--fe--de--eg-hd-ffe---ce--fdedcd--ceg---g--fg-hhgh--e---de---f--d--h--hi--h--h---hg---hge-fed-fgh--gh--h---hhgf-gfedcd-dfgfe-de-egh-hghgf-dh-hhfg--gff---df--efgfg--fe,,,
,,Orietur sicut sol salvator mundi et ,004195,,,,A-VOR Cod. 259/I,,069r,,,,feast_1765,genre_a,office_v,,,,Orietur sicut sol salvator mundi et ,,g--gd--fg--ghg---f--gh---h---f--h--hk---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator mundi et ,004195,,,,CZ-HKm II A 4,,027v,,,,feast_1765,genre_a,office_v,,,,Orietur sicut sol salvator mundi et ,,g--gd--fg--ghg---f--gh---hjh---f--h--hk---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator mundi et ,004195,,,,CZ-OLu M IV 6,2,011r,,,,feast_1765,genre_a,office_l,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut ymber super gramen alleluia,,g--gd--fg--ghg---f--ghg---h---f--h--k---gh--g---f---ghg--h--g---f---g--fe--d---f--fe--d-e-f---c--d---fg--f---h--k---h--gf---gh--h--g--g,,,
,,Orietur sicut sol salvator mundi et ,004195,,,,CZ-Pu I D 20,1,014r,,,,feast_1765,genre_a,office_v,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut ymber super gramen alleluia,,g--gd--fg--ghg---f--ghg---h---f--h--k---gh--g---f---g--h--g---f---g--fe--d---f--f--fg---c--d---fg--gf---h--k---hg--f,,,
,,Orietur sicut sol salvator mundi*,004195,,,,CZ-PLm 504 C 004,4,009v,,,,feast_1765,genre_a,office_v,,,,Orietur sicut sol salvator mundi*,,g--gd--fg--ghg---f--gh---h---f--h--hk---gh--g,,,
,,Orietur sicut sol salvator noster et ,004195,,,,CZ-Pn XV A 10,,040v,,,,feast_1765,genre_a,office_v,,,,Orietur sicut sol salvator noster et ,,g--gd--fg--ghg---f--gh---h---f--h--hk---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,*,,,CDN-Mlr 111,B,016,,,,feast_1765,genre_a,office_l,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--ghg,,,
,,Orietur sicut sol salvator,004195,8,,,A-Wn 1799**,B,016r,,,,feast_1765,genre_a,office_l,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--gh-hg---f--ghg---h---f--h--kj---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,CDN-Hsmu M2149.L4,B,030v,,,,feast_1765,genre_a,office_l,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--gh-hg---f--ghg---h---f--h--kj---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---jh--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,CH-E 611,4,017r,,,,feast_1765,genre_a,office_v2,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--ghg---f--gh---h---f--h--hk---ghg--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hkj---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,CH-Fco 2,B,024r,,,,feast_1765,genre_a,office_l,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--ghg---f--ghg---h---f--h--k---gh--g---f---ghg--h--g---f---g--fe--d---f--fe--def---c--d---fg--gf---h--k---hg--gf---fh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,D-KA Aug. LX,,016r,,,,feast_1765,genre_a,office_n,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--ghg---f--ghg---h---f--h--hk---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--k---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,D-KNd 1161,B,016v,,,,feast_1765,genre_a,office_l,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--gh-hg---f--gh-hg---h---f--h--kk---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--f,,,
,,Orietur sicut sol salvator,004195,8,,,F-Pn lat. 12044,,007r,,,,feast_1765,genre_a,office_p,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gfd--fg--ghgg---f--ghg---h---f--h--kj---ghg--g---f---g--h--g---f---g--fed--d---f--fed--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,F-Pn lat. 15181,,138r,,,,feast_0444,genre_a,office_v2,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super granum alleluia,,g--gfd-fg--gh-hg---f--gh---hjh---f--h--kj---ghg--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--hk---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,F-Pn lat. 15181,M,467r,,,,feast_0067,genre_a,office_v,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen in aeternum,,g--gfdfg--ghg---f--ghg---hjh---f--h--kj---gh--g---f---g--h--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--k---hg--f---gh---h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,NL-Uu 406,2,020v,,,,feast_1202,genre_a,office_v,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia,,g--gd--fg--ghhg---f--ghg---hh---f--h--hkj---ghg--g---f---g--hg--g---f---g--fe--d---f--f--dddf---c--d---fg--gf---h--hkj---hg--f---gh--h--g--g,,,
,,Orietur sicut sol salvator,004195,8,,,US-Cai 1911.142b,M,078r,,,,feast_0067,genre_a,office_v,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen,,g--gd--fg--ghg---f--ghg---hjh---f--h--k---ghg--g---f---g--h--g---fe---g--fe--d---fe--f--df---c--d---fg--gf---h--kj---g--g,,,
,,Orietur sicut sol salvator,004195,8,,,US-Cai 1911.142b,M,089r,,,,feast_0070,genre_a,office_v,,,,Orietur sicut sol salvator mundi et descendet in uterum virginis sicut imber super gramen alleluia alleluia alleluia,,g--gd--fg--ghg---f--ghg---hjh---f--h--k---ghg--g---f---g--hg--g---f---g--fe--d---f--f--df---c--d---fg--gf---h--kj---g--g---gf--fe--fgf-fe--dc---c--d--ed--f---gh--h--g--g,,,
,,Orietur sicut sol*,004195,8,,,F-Pn lat. 12044,2,065r,,,,feast_0067,genre_a,office_l,,,,Orietur sicut sol*,,g--gfd--fg--ghg---f--ghg---hih,,,
,,Orietur*,004195,8,,,NL-Uu 406,2.3,061r,,,,feast_0067,genre_a,office_m,,,,Orietur*,,f--fc--df--eggf,,,
,,Rex pacificus magnificatus est cuius vultum ,004657,,,,CZ-Pn XII A 24,3,029r,,,,feast_1765,genre_a,office_v,,,,Rex pacificus magnificatus est cuius vultum desiderat universa terra,,g---fd--fe--fg--g---g--h--g--h--g---f---g--gh---k--kj---h--k--h--g---fe--d--e--f---g--g,,,
,,Scitote quia prope est regnum dei ,004834,,,,CZ-Pn XII A 24,5,029r,,,,feast_1765,genre_a,office_v,,,,Scitote quia prope est regnum dei amen dico vobis quia non tardabit,,h--fg--g---g--g---h--g---f---g--gh---f--f---fh--k---j--g---h--f---gfe--d---e---f--g--g,,,
,,Scitote quia prope est,004834,,,,CH-SG 545,3,047r,,,,feast_1202,genre_a,office_v,,,,Scitote quia prope est regnum dei amen dico vobis quia non tardabit,,h--fg--g---g--g----gh--g----f---g--gh---f--f---fh--k---l--j---k--hg---gf--d---e---f--g--g,,,
,,Super te Ierusalem rex eterne misericordie ,006882Pzc,,,,CZ-Pu XVII E 1,1,027v,,,,feast_1765,genre_tp,office_v,,,,Super te Ierusalem rex eterne misericordie descendere Christus qui natus est cuius hodie lux magnifice,,f--f---h---f--h--g--f---h---f--g--h---k--k--l--k--k--g---j--h--g--h---f--g---j---h--g---h---f--g---j--g--h---f---g--j--g--g-hj-h-g,,,
,,Veni redemptor gentium*,008408a,,,,F-Pn lat. 12044,,007v,,,,feast_1765,genre_h,office_v2,,,,Veni redemptor gentium*,,g--g---f--e--d---fhg--fg--g,,,
,,Veni redemptor gentium,008408a,,,,CDN-Hsmu M2149.L4,02,031v,,,,feast_1202,genre_h,office_v,,,,Veni redemptor gentium ostende partum virginis miretur omne saeculum talis decet partus deum,,g--g---f--e--d,,,
,,Veni redemptor gentium,008408a,,,,F-Pn lat. 15181,,157r,,,,feast_0493,genre_h,office_l,,,,Veni redemptor gentium ostende partum virginis miretur omne saeculum talis decet partus deum,,g--g---f--e--d---fhg--fg--g---hkj--h--g---h--jg---h--g--f---g--g--f---g---h--k--g--hjh---h--h---g--fed---f--hg---f--g,,,
,,Veni redemptor gentium,008408a,,,,NL-Uu 406,,013v,,,,feast_0600,genre_h,office_v2,,,,Veni redemptor gentium ostende partum virginis miretur omne saeculum talis decet partus deum,,d--e---f--gf--f---hg--g--fe---d--e--f---gf--e---ih--h--g---h--k--l---ki--g---h--g--fe---d--e---f--g---f--i---h--g,,,
